transaction_id,customer_id,product_category,purchase_amount,payment_method,purchase_date
T002817,C7517,Clothing,305.39,Credit Card,4/24/2025
T002818,C1277,Home,8.15,PayPal,12/2/2024
T002819,C2112,Beauty,42.67,Crypto,3/23/2025
T002820,C5535,Electronics,21.59,Gift Card,4/21/2025
T002821,C6683,Electronics,60.67,PayPal,3/3/2025
T002822,C7947,Toys,279.49,Gift Card,7/20/2024
T002823,C8066,Clothing,114.44,Gift Card,8/1/2024
T002824,C1317,Beauty,266.52,Gift Card,6/9/2025
T002825,C9522,Home,74.03,Credit Card,11/10/2024
T002826,C7181,Home,0.16,Credit Card,10/18/2024
T002827,C7625,Clothing,95.55,Crypto,3/7/2025
T002828,C6271,Toys,35.76,Credit Card,6/17/2025
T002829,C2556,Electronics,21.84,Crypto,1/25/2025
T002830,C9146,Toys,102.46,PayPal,11/10/2024
T002831,C2926,Clothing,140.63,Crypto,10/22/2024
T002832,C7565,Toys,189.29,Gift Card,4/12/2025
T002833,C7033,Toys,22.92,Gift Card,3/27/2025
T002834,C8716,Home,4.4,Gift Card,2/28/2025
T002835,C4938,Home,69.33,Gift Card,7/18/2024
T002836,C2687,Beauty,183.57,Crypto,11/18/2024
T002837,C9228,Home,47.1,Crypto,10/31/2024
T002838,C1033,Home,115.77,Gift Card,8/31/2024
T002839,C6297,Home,69.24,PayPal,1/14/2025
T002840,C2901,Beauty,73.92,Crypto,4/5/2025
T002841,C5540,Beauty,58.55,Crypto,10/24/2024
T002842,C1562,Electronics,33.25,Credit Card,11/4/2024
T002843,C7093,Beauty,18.19,Crypto,3/31/2025
T002844,C6329,Home,12.05,PayPal,5/22/2025
T002845,C3743,Beauty,204.54,Crypto,1/28/2025
T002846,C5070,Home,30.09,Gift Card,8/13/2024
T002847,C3691,Toys,98.27,Gift Card,12/29/2024
T002848,C5467,Toys,183.63,Gift Card,4/16/2025
T002849,C4799,Electronics,4.77,Credit Card,3/30/2025
T002850,C4641,Electronics,80.93,Crypto,9/5/2024
T002851,C8444,Beauty,6.41,Crypto,3/9/2025
T002852,C6928,Electronics,34.77,PayPal,6/13/2025
T002853,C9794,Beauty,15.78,Crypto,4/17/2025
T002854,C2259,Beauty,158.6,Credit Card,4/19/2025
T002855,C1464,Beauty,220.06,Crypto,11/18/2024
T002856,C8759,Clothing,292.33,Gift Card,11/26/2024
T002857,C6274,Beauty,36.14,Credit Card,3/24/2025
T002858,C7069,Toys,33.5,PayPal,6/5/2025
T002859,C5968,Electronics,65.95,Crypto,5/21/2025
T002860,C6583,Electronics,47,Credit Card,3/31/2025
T002861,C1203,Clothing,58.17,Gift Card,7/16/2024
T002862,C3351,Toys,105.77,Gift Card,4/29/2025
T002863,C1546,Beauty,109.6,Credit Card,10/12/2024
T002864,C3984,Toys,61.35,Gift Card,8/8/2024
T002865,C4599,Beauty,42.35,Credit Card,5/6/2025
T002866,C3639,Toys,350.86,Crypto,8/3/2024
T002867,C8864,Toys,86.79,PayPal,11/14/2024
T002868,C6285,Home,279.11,Credit Card,2/19/2025
T002869,C7927,Beauty,59,PayPal,5/28/2025
T002870,C9255,Beauty,68.7,Credit Card,9/21/2024
T002871,C2686,Toys,55.63,Gift Card,2/16/2025
T002872,C9858,Toys,44.26,PayPal,6/14/2025
T002873,C7074,Beauty,0.93,Credit Card,5/16/2025
T002874,C7640,Beauty,31.09,Credit Card,7/13/2024
T002875,C3240,Beauty,143.26,PayPal,12/16/2024
T002876,C4204,Home,20.23,Crypto,12/9/2024
T002877,C5493,Toys,68.08,Gift Card,2/24/2025
T002878,C4540,Electronics,9.38,Credit Card,2/2/2025
T002879,C6588,Toys,22.13,Crypto,10/12/2024
T002880,C4617,Home,3.53,Gift Card,6/30/2024
T002881,C5079,Clothing,45.2,PayPal,11/6/2024
T002882,C3379,Electronics,23.09,Crypto,10/30/2024
T002883,C9600,Toys,31.96,PayPal,10/14/2024
T002884,C9298,Beauty,9.13,Gift Card,6/1/2025
T002885,C7549,Toys,2.86,Gift Card,7/12/2024
T002886,C9309,Electronics,40.59,Gift Card,10/15/2024
T002887,C3108,Home,51.04,Gift Card,8/9/2024
T002888,C6595,Toys,9.4,Crypto,6/29/2024
T002889,C4191,Home,186.09,Credit Card,4/26/2025
T002890,C2028,Electronics,199.39,PayPal,9/4/2024
T002891,C3619,Toys,33.76,Gift Card,8/10/2024
T002892,C3241,Home,24.04,Crypto,9/25/2024
T002893,C2084,Home,2.5,Crypto,5/10/2025
T002894,C9176,Clothing,14.02,PayPal,11/4/2024
T002895,C8677,Clothing,21.53,Crypto,6/16/2025
T002896,C6770,Clothing,293.67,Credit Card,6/2/2025
T002897,C4086,Beauty,59.05,Gift Card,8/27/2024
T002898,C4739,Toys,63.53,Gift Card,3/22/2025
T002899,C5976,Home,62.44,Credit Card,9/6/2024
T002900,C8627,Clothing,41.36,Gift Card,11/12/2024
T002901,C6290,Toys,164.39,PayPal,9/23/2024
T002902,C7803,Home,242.42,PayPal,3/20/2025
T002903,C8536,Electronics,182.19,Gift Card,11/26/2024
T002904,C4279,Electronics,40.36,PayPal,6/27/2025
T002905,C9653,Beauty,17.3,Credit Card,6/28/2024
T002906,C1424,Electronics,20.47,Gift Card,6/26/2025
T002907,C9283,Clothing,7.07,Crypto,3/5/2025
T002908,C7785,Electronics,65.93,Gift Card,10/8/2024
T002909,C9045,Clothing,132.52,Crypto,9/28/2024
T002910,C1757,Electronics,37.56,Crypto,10/22/2024
T002911,C4053,Home,101.42,Gift Card,11/7/2024
T002912,C3490,Home,98.89,Crypto,9/2/2024
T002913,C4931,Clothing,109.46,PayPal,1/11/2025
T002914,C9117,Beauty,85.38,Crypto,9/21/2024
T002915,C4646,Electronics,49.13,Crypto,11/29/2024
T002916,C5622,Beauty,19.84,Gift Card,8/24/2024
T002917,C2412,Electronics,35.13,Credit Card,7/10/2024
T002918,C9668,Electronics,8.63,PayPal,4/9/2025
T002919,C7424,Electronics,37.95,Credit Card,12/30/2024
T002920,C2863,Home,169.97,Crypto,8/10/2024
T002921,C6863,Home,3.42,Gift Card,5/25/2025
T002922,C9730,Electronics,43.71,Credit Card,11/9/2024
T002923,C7827,Toys,9.87,PayPal,1/31/2025
T002924,C3313,Clothing,37.19,Crypto,1/6/2025
T002925,C6745,Beauty,41.97,Gift Card,1/5/2025
T002926,C1073,Beauty,7.75,PayPal,2/28/2025
T002927,C9969,Toys,132.83,Gift Card,9/11/2024
T002928,C9169,Clothing,31.04,PayPal,7/10/2024
T002929,C5050,Toys,234.15,Credit Card,4/9/2025
T002930,C1115,Beauty,20.31,Credit Card,1/8/2025
T002931,C2373,Clothing,9.12,Crypto,9/10/2024
T002932,C3454,Home,8.99,Credit Card,11/29/2024
T002933,C1158,Clothing,255.92,Crypto,1/4/2025
T002934,C2777,Toys,114.2,PayPal,7/23/2024
T002935,C5398,Toys,100.43,Credit Card,5/11/2025
T002936,C2123,Home,32.8,PayPal,5/23/2025
T002937,C3979,Beauty,79.78,Credit Card,10/8/2024
T002938,C5786,Beauty,28.28,Crypto,9/20/2024
T002939,C5435,Home,55.33,Credit Card,5/22/2025
T002940,C5535,Beauty,84.29,Crypto,8/11/2024
T002941,C7645,Beauty,127.05,Crypto,2/9/2025
T002942,C4388,Clothing,185.62,Crypto,11/23/2024
T002943,C9710,Electronics,215.72,Credit Card,4/18/2025
T002944,C5417,Electronics,49.03,PayPal,6/5/2025
T002945,C9362,Home,1.7,Crypto,8/25/2024
T002946,C7351,Electronics,279.76,Crypto,5/19/2025
T002947,C2310,Beauty,29.17,PayPal,5/24/2025
T002948,C9769,Electronics,23.77,Crypto,12/30/2024
T002949,C9284,Home,29.1,Crypto,2/17/2025
T002950,C5955,Toys,16.47,PayPal,1/28/2025
T002951,C8726,Electronics,9.88,Gift Card,1/20/2025
T002952,C6783,Home,44.28,PayPal,8/18/2024
T002953,C1587,Electronics,156.88,PayPal,3/3/2025
T002954,C2466,Home,218.44,PayPal,12/13/2024
T002955,C6905,Home,57.02,Credit Card,1/31/2025
T002956,C2711,Electronics,162.24,Credit Card,8/16/2024
T002957,C4686,Clothing,130.28,Credit Card,12/3/2024
T002958,C3093,Home,10.29,Credit Card,6/6/2025
T002959,C7617,Toys,79.02,Crypto,8/19/2024
T002960,C1507,Home,52.42,PayPal,7/9/2024
T002961,C2351,Clothing,289.03,Crypto,5/31/2025
T002962,C1516,Beauty,54.56,PayPal,6/1/2025
T002963,C9951,Beauty,27.8,Gift Card,6/17/2025
T002964,C8923,Clothing,44.71,Crypto,2/9/2025
T002965,C8691,Electronics,4.06,Gift Card,4/28/2025
T002966,C5806,Toys,111.16,Credit Card,11/9/2024
T002967,C4772,Beauty,41.12,Gift Card,12/10/2024
T002968,C1378,Electronics,69.76,Gift Card,8/22/2024
T002969,C7626,Beauty,200.4,Credit Card,4/29/2025
T002970,C9146,Home,179.53,Credit Card,1/18/2025
T002971,C6375,Home,3.31,Crypto,7/1/2024
T002972,C4746,Beauty,42.62,Crypto,9/7/2024
T002973,C2974,Home,52.01,Credit Card,5/2/2025
T002974,C8121,Clothing,52.24,Gift Card,8/14/2024
T002975,C2417,Electronics,18.92,Crypto,10/9/2024
T002976,C5679,Clothing,457.89,PayPal,12/18/2024
T002977,C4029,Electronics,113.58,Gift Card,2/1/2025
T002978,C1458,Toys,17.59,PayPal,7/23/2024
T002979,C8975,Toys,128.61,Crypto,9/8/2024
T002980,C4913,Clothing,74.42,Gift Card,12/10/2024
T002981,C1262,Clothing,42.08,Gift Card,7/30/2024
T002982,C6588,Clothing,75.29,Credit Card,2/12/2025
T002983,C5919,Electronics,76.88,Gift Card,3/29/2025
T002984,C9319,Electronics,171.52,Crypto,4/28/2025
T002985,C4943,Beauty,12.05,Gift Card,1/23/2025
T002986,C9505,Electronics,12.88,PayPal,2/21/2025
T002987,C9613,Toys,23.98,Crypto,5/1/2025
T002988,C5650,Electronics,75.2,Credit Card,9/16/2024
T002989,C3625,Electronics,33.57,PayPal,6/30/2024
T002990,C6715,Clothing,151.2,Crypto,5/24/2025
T002991,C7385,Home,97.24,Gift Card,5/9/2025
T002992,C1992,Toys,12.8,Crypto,7/2/2024
T002993,C4522,Toys,27.58,Gift Card,1/27/2025
T002994,C9658,Clothing,15.53,PayPal,10/28/2024
T002995,C4076,Toys,10.93,Credit Card,6/21/2025
T002996,C1669,Home,65.04,PayPal,4/4/2025
T002997,C9398,Beauty,11.17,Gift Card,8/3/2024
T002998,C2565,Toys,29.36,Credit Card,9/18/2024
T002999,C9156,Beauty,62.8,Gift Card,8/31/2024
T003000,C8571,Electronics,29.05,Credit Card,10/3/2024
T003001,C8999,Toys,2.31,Credit Card,10/25/2024
T003002,C8882,Electronics,230.82,Crypto,1/16/2025
T003003,C6258,Toys,83.16,Crypto,8/8/2024
T003004,C5595,Beauty,54.32,Gift Card,7/25/2024
T003005,C3759,Toys,92.77,PayPal,3/3/2025
T003006,C3902,Electronics,57.11,Crypto,7/6/2024
T003007,C1641,Electronics,150.56,Crypto,9/10/2024
T003008,C4341,Home,11.1,Crypto,2/5/2025
T003009,C6903,Clothing,10.3,Gift Card,3/26/2025
T003010,C5313,Electronics,116.88,Gift Card,6/15/2025
T003011,C9856,Toys,351.45,Gift Card,12/13/2024
T003012,C5372,Home,34.74,Crypto,12/30/2024
T003013,C8665,Electronics,36.45,Crypto,3/11/2025
T003014,C1003,Electronics,44.03,Gift Card,10/8/2024
T003015,C6524,Clothing,166.21,PayPal,9/15/2024
T003016,C9629,Clothing,127.46,Credit Card,3/15/2025
T003017,C3847,Toys,41.92,PayPal,12/18/2024
T003018,C7359,Toys,70.53,PayPal,4/26/2025
T003019,C3096,Beauty,23.26,Gift Card,10/28/2024
T003020,C1364,Toys,14.81,PayPal,5/1/2025
T003021,C9097,Electronics,74.6,Crypto,8/19/2024
T003022,C3617,Electronics,71.52,Credit Card,12/23/2024
T003023,C1501,Beauty,5.51,Gift Card,7/3/2024
T003024,C1730,Electronics,14.68,PayPal,2/10/2025
T003025,C3679,Electronics,2.02,Crypto,4/1/2025
T003026,C2159,Clothing,159.19,Credit Card,3/24/2025
T003027,C8754,Home,15.99,Crypto,2/4/2025
T003028,C4556,Home,9.03,Credit Card,10/28/2024
T003029,C8281,Toys,160.93,Gift Card,10/10/2024
T003030,C9102,Toys,63.5,PayPal,12/2/2024
T003031,C3633,Electronics,25.33,Crypto,10/6/2024
T003032,C6027,Home,115.03,Gift Card,8/16/2024
T003033,C9069,Toys,47.8,Crypto,11/14/2024
T003034,C6753,Clothing,110.79,Gift Card,3/17/2025
T003035,C8159,Electronics,13.21,Credit Card,5/4/2025
T003036,C1551,Toys,88.64,Credit Card,3/22/2025
T003037,C1671,Toys,94.64,PayPal,12/1/2024
T003038,C1253,Electronics,138.35,Credit Card,7/29/2024
T003039,C1000,Beauty,3.59,Crypto,10/13/2024
T003040,C2058,Clothing,94.94,Credit Card,7/8/2024
T003041,C1723,Beauty,123.1,PayPal,5/21/2025
T003042,C8019,Beauty,79.43,PayPal,5/24/2025
T003043,C8829,Beauty,84.04,Gift Card,7/20/2024
T003044,C6601,Toys,32.01,Crypto,9/6/2024
T003045,C7885,Electronics,237.94,Gift Card,10/19/2024
T003046,C7171,Home,75.35,Gift Card,2/16/2025
T003047,C7908,Clothing,221.9,Crypto,5/4/2025
T003048,C4722,Clothing,23.11,Credit Card,2/4/2025
T003049,C3409,Toys,168.96,PayPal,6/5/2025
T003050,C6599,Beauty,102.61,PayPal,3/11/2025
T003051,C8735,Clothing,102.82,PayPal,1/14/2025
T003052,C9037,Toys,103.1,Crypto,8/9/2024
T003053,C1296,Toys,154.97,Crypto,5/22/2025
T003054,C1915,Electronics,15.95,Credit Card,9/10/2024
T003055,C4813,Home,63.12,Crypto,5/29/2025
T003056,C4749,Home,22.19,Gift Card,4/3/2025
T003057,C7669,Home,334.53,Crypto,1/22/2025
T003058,C1595,Home,58.35,Credit Card,3/17/2025
T003059,C3678,Electronics,128.12,Crypto,7/19/2024
T003060,C2355,Electronics,47.71,Gift Card,8/24/2024
T003061,C2426,Clothing,43.15,Gift Card,6/8/2025
T003062,C1152,Home,28.29,Credit Card,9/25/2024
T003063,C5532,Beauty,77.32,PayPal,4/17/2025
T003064,C8229,Clothing,4.79,Crypto,11/11/2024
T003065,C9699,Clothing,335.64,PayPal,12/7/2024
T003066,C1829,Beauty,5.54,Gift Card,5/17/2025
T003067,C4158,Clothing,37.22,Credit Card,8/20/2024
T003068,C7422,Toys,22.04,Credit Card,8/9/2024
T003069,C5957,Beauty,44.97,PayPal,1/24/2025
T003070,C9093,Beauty,73.14,Crypto,6/18/2025
T003071,C8654,Home,22.88,Credit Card,2/15/2025
T003072,C3064,Clothing,131.83,Crypto,12/18/2024
T003073,C1215,Clothing,51.92,Gift Card,11/22/2024
T003074,C9435,Electronics,33.75,PayPal,12/31/2024
T003075,C4644,Electronics,101.89,PayPal,9/2/2024
T003076,C2431,Toys,16.74,PayPal,9/3/2024
T003077,C4283,Toys,193.2,Crypto,7/25/2024
T003078,C6031,Home,215.79,Credit Card,11/26/2024
T003079,C5239,Electronics,61.37,Crypto,8/29/2024
T003080,C5105,Beauty,24.67,Crypto,5/23/2025
T003081,C8528,Toys,28.63,Crypto,1/11/2025
T003082,C8343,Beauty,48.32,Crypto,6/1/2025
T003083,C2606,Clothing,34.44,Gift Card,10/30/2024
T003084,C4551,Beauty,6.68,Crypto,5/18/2025
T003085,C4497,Beauty,7.15,Credit Card,12/17/2024
T003086,C3627,Electronics,181.84,Crypto,12/22/2024
T003087,C8295,Electronics,46.04,Gift Card,6/22/2025
T003088,C1318,Electronics,17.45,PayPal,5/15/2025
T003089,C9949,Toys,86.65,PayPal,1/9/2025
T003090,C8547,Home,303.88,Crypto,10/15/2024
T003091,C5259,Toys,26.12,Crypto,1/28/2025
T003092,C1987,Home,89.4,Gift Card,10/6/2024
T003093,C3746,Beauty,35.58,Gift Card,6/27/2025
T003094,C8996,Clothing,59.36,Gift Card,7/26/2024
T003095,C4730,Beauty,190.43,Crypto,11/5/2024
T003096,C7287,Home,36.25,PayPal,5/26/2025
T003097,C6694,Electronics,67.2,Crypto,1/14/2025
T003098,C3438,Home,134.91,PayPal,1/10/2025
T003099,C3964,Toys,41.41,Crypto,11/16/2024
T003100,C3730,Clothing,61.2,Gift Card,12/27/2024
T003101,C2629,Beauty,123.86,Gift Card,5/22/2025
T003102,C2797,Electronics,27.12,Gift Card,3/20/2025
T003103,C5584,Home,172.43,Credit Card,8/28/2024
T003104,C4691,Electronics,224.48,Credit Card,8/25/2024
T003105,C4712,Electronics,413.47,Credit Card,2/15/2025
T003106,C1248,Beauty,176.24,Gift Card,6/24/2025
T003107,C2257,Home,4.76,Gift Card,10/28/2024
T003108,C6452,Toys,110.44,Credit Card,11/27/2024
T003109,C5935,Beauty,10.08,Crypto,8/9/2024
T003110,C1129,Beauty,76.7,PayPal,6/22/2025
T003111,C5672,Home,143.43,Gift Card,11/12/2024
T003112,C8605,Beauty,104.21,PayPal,9/12/2024
T003113,C7183,Electronics,55,Crypto,6/17/2025
T003114,C6685,Beauty,95.64,Crypto,11/29/2024
T003115,C7228,Beauty,18.33,Gift Card,10/19/2024
T003116,C1746,Beauty,153.8,Crypto,5/30/2025
T003117,C1923,Clothing,18.7,Crypto,11/14/2024
T003118,C3850,Beauty,14.81,Credit Card,9/16/2024
T003119,C6286,Toys,209.16,PayPal,4/23/2025
T003120,C3104,Electronics,154.6,Credit Card,10/27/2024
T003121,C2973,Beauty,227.16,Gift Card,9/12/2024
T003122,C2650,Electronics,1.11,PayPal,8/5/2024
T003123,C4815,Toys,11.73,PayPal,4/21/2025
T003124,C3995,Electronics,155.37,Crypto,12/27/2024
T003125,C5925,Electronics,153.09,PayPal,11/24/2024
T003126,C1149,Toys,15.11,PayPal,2/17/2025
T003127,C4562,Clothing,357.75,PayPal,7/18/2024
T003128,C9431,Electronics,52.83,Credit Card,1/3/2025
T003129,C1434,Clothing,77.56,Crypto,4/14/2025
T003130,C6864,Toys,49.73,PayPal,8/11/2024
T003131,C4535,Clothing,26.27,Credit Card,5/20/2025
T003132,C8367,Home,50.96,PayPal,11/22/2024
T003133,C1510,Electronics,8.94,PayPal,1/28/2025
T003134,C2487,Beauty,68.8,Gift Card,10/28/2024
T003135,C4156,Toys,65.34,Gift Card,12/23/2024
T003136,C5073,Toys,14.25,Credit Card,8/10/2024
T003137,C2936,Beauty,53.48,Credit Card,9/22/2024
T003138,C5884,Beauty,85.94,Credit Card,12/21/2024
T003139,C6872,Beauty,61.89,Credit Card,3/27/2025
T003140,C5013,Toys,238.97,Gift Card,12/9/2024
T003141,C9903,Home,31.01,Gift Card,2/24/2025
T003142,C4799,Beauty,1.06,Gift Card,10/6/2024
T003143,C7616,Beauty,66.22,Gift Card,12/5/2024
T003144,C6740,Home,42.02,Crypto,6/19/2025
T003145,C2451,Clothing,102.3,Crypto,8/30/2024
T003146,C8877,Home,6.61,Crypto,3/4/2025
T003147,C4629,Electronics,2.71,Crypto,4/3/2025
T003148,C1028,Beauty,422.16,Crypto,1/15/2025
T003149,C9751,Beauty,2,PayPal,9/19/2024
T003150,C5056,Home,123.6,PayPal,1/13/2025
T003151,C9102,Clothing,56.1,Credit Card,8/31/2024
T003152,C8953,Toys,42.46,Crypto,7/14/2024
T003153,C4038,Beauty,95.78,Crypto,11/7/2024
T003154,C9195,Electronics,62.48,Crypto,5/28/2025
T003155,C2619,Clothing,100.12,Crypto,1/5/2025
T003156,C7911,Toys,21.06,Credit Card,4/22/2025
T003157,C5479,Home,125.66,Crypto,10/22/2024
T003158,C8290,Electronics,100.63,PayPal,10/20/2024
T003159,C2479,Clothing,9.6,PayPal,4/6/2025
T003160,C9906,Electronics,114.47,PayPal,5/1/2025
T003161,C9988,Clothing,162.02,PayPal,10/8/2024
T003162,C5705,Beauty,125.25,Crypto,7/20/2024
T003163,C9874,Beauty,15.59,Credit Card,1/14/2025
T003164,C2857,Clothing,173.08,PayPal,10/19/2024
T003165,C8259,Home,89.83,Crypto,10/20/2024
T003166,C1377,Home,9.74,PayPal,8/18/2024
T003167,C4338,Home,136.15,Credit Card,10/6/2024
T003168,C4990,Beauty,11.1,PayPal,4/6/2025
T003169,C9078,Beauty,8.68,Gift Card,2/6/2025
T003170,C6883,Clothing,190.54,Gift Card,11/9/2024
T003171,C3608,Home,66.32,PayPal,1/17/2025
T003172,C6432,Toys,91.97,Crypto,9/13/2024
T003173,C1625,Clothing,144.65,Gift Card,9/26/2024
T003174,C6245,Beauty,128.19,Credit Card,2/10/2025
T003175,C7985,Electronics,40.29,Gift Card,8/4/2024
T003176,C2900,Toys,98.02,Gift Card,9/27/2024
T003177,C2368,Toys,85.54,Credit Card,1/16/2025
T003178,C9768,Home,32.73,Gift Card,5/19/2025
T003179,C4768,Electronics,32.73,Crypto,1/27/2025
T003180,C3136,Toys,54.86,Gift Card,11/6/2024
T003181,C3399,Electronics,80.48,Credit Card,9/18/2024
T003182,C9291,Electronics,30.04,PayPal,1/8/2025
T003183,C3072,Electronics,204.25,Gift Card,12/20/2024
T003184,C4214,Toys,263.05,Crypto,11/3/2024
T003185,C7647,Clothing,47.76,Credit Card,2/10/2025
T003186,C5382,Clothing,184.11,Crypto,4/23/2025
T003187,C3157,Clothing,77.87,PayPal,11/2/2024
T003188,C6158,Electronics,21.26,Gift Card,10/9/2024
T003189,C5447,Toys,6.8,PayPal,9/4/2024
T003190,C5499,Beauty,36.93,PayPal,3/28/2025
T003191,C5175,Clothing,171.42,Crypto,10/3/2024
T003192,C9738,Toys,61.1,Gift Card,11/16/2024
T003193,C1215,Toys,84.74,Gift Card,3/5/2025
T003194,C3302,Toys,217.15,Crypto,6/14/2025
T003195,C8607,Toys,0.57,Credit Card,9/9/2024
T003196,C8920,Beauty,144.16,Crypto,3/24/2025
T003197,C2780,Home,35.56,Credit Card,7/17/2024
T003198,C6573,Beauty,26.16,Credit Card,12/15/2024
T003199,C1864,Electronics,15.26,Gift Card,10/16/2024
T003200,C4613,Toys,218.67,Credit Card,4/22/2025
T003201,C8786,Toys,58.56,Gift Card,2/2/2025
T003202,C9156,Clothing,94.37,Gift Card,10/10/2024
T003203,C4740,Electronics,44.75,Credit Card,5/22/2025
T003204,C5776,Home,183.62,Crypto,1/18/2025
T003205,C9767,Clothing,38.15,Crypto,3/3/2025
T003206,C5436,Beauty,4.19,Credit Card,9/14/2024
T003207,C9014,Toys,23.86,Credit Card,9/22/2024
T003208,C7573,Electronics,27.59,Crypto,4/29/2025
T003209,C1388,Electronics,31.47,PayPal,5/15/2025
T003210,C9631,Toys,12.61,Gift Card,3/4/2025
T003211,C8443,Toys,15.46,PayPal,2/3/2025
T003212,C2681,Clothing,7.87,PayPal,3/8/2025
T003213,C2625,Clothing,11.89,Gift Card,2/23/2025
T003214,C5827,Beauty,44.41,Gift Card,11/20/2024
T003215,C6853,Clothing,226.66,PayPal,6/7/2025
T003216,C3877,Clothing,46.66,Crypto,10/14/2024
T003217,C9591,Electronics,12.67,Gift Card,6/18/2025
T003218,C1346,Beauty,123.98,Gift Card,5/19/2025
T003219,C5418,Electronics,35.55,Crypto,5/26/2025
T003220,C6865,Home,25.78,Credit Card,6/3/2025
T003221,C7132,Toys,4.47,Crypto,5/24/2025
T003222,C7466,Electronics,1.18,Crypto,11/3/2024
T003223,C5165,Clothing,40.24,Credit Card,11/13/2024
T003224,C1181,Beauty,43.78,Crypto,10/20/2024
T003225,C8435,Home,50.63,Credit Card,12/24/2024
T003226,C1693,Electronics,48.25,Gift Card,7/5/2024
T003227,C5598,Beauty,142.52,Crypto,5/3/2025
T003228,C9301,Home,7.6,Crypto,8/15/2024
T003229,C3452,Toys,141.74,Crypto,2/27/2025
T003230,C2003,Toys,101.99,Credit Card,12/8/2024
T003231,C3456,Beauty,146.2,Crypto,2/26/2025
T003232,C9297,Clothing,231.66,Crypto,2/19/2025
T003233,C9728,Beauty,141.46,Credit Card,12/29/2024
T003234,C6503,Toys,53.99,Credit Card,9/13/2024
T003235,C7906,Clothing,31.89,Gift Card,12/16/2024
T003236,C7386,Clothing,241.77,Credit Card,3/23/2025
T003237,C7505,Beauty,105.75,PayPal,7/26/2024
T003238,C3588,Clothing,155.06,Credit Card,1/21/2025
T003239,C5878,Clothing,53.77,PayPal,4/13/2025
T003240,C8762,Clothing,8.45,PayPal,9/25/2024
T003241,C3387,Toys,77.46,PayPal,4/27/2025
T003242,C4337,Toys,50.17,Crypto,11/12/2024
T003243,C3424,Clothing,7.78,PayPal,7/13/2024
T003244,C6611,Beauty,38.14,Gift Card,11/24/2024
T003245,C7923,Toys,63.59,Credit Card,4/12/2025
T003246,C3067,Home,27.21,PayPal,3/7/2025
T003247,C2611,Clothing,36.31,Gift Card,12/10/2024
T003248,C3421,Home,1.65,Gift Card,3/13/2025
T003249,C7979,Beauty,1.05,PayPal,8/6/2024
T003250,C9458,Beauty,25.25,Gift Card,11/19/2024
T003251,C7364,Toys,69.01,Gift Card,2/28/2025
T003252,C6368,Beauty,130.23,Gift Card,9/11/2024
T003253,C6936,Toys,55.33,Credit Card,3/8/2025
T003254,C3753,Beauty,63.04,Crypto,7/5/2024
T003255,C8443,Clothing,98.83,PayPal,4/3/2025
T003256,C2643,Toys,58.8,Gift Card,8/23/2024
T003257,C9798,Clothing,34.39,Crypto,6/2/2025
T003258,C5739,Home,60.01,Gift Card,4/20/2025
T003259,C2304,Beauty,10.37,PayPal,5/2/2025
T003260,C1326,Home,61.42,Gift Card,8/3/2024
T003261,C9168,Beauty,172.92,Crypto,8/19/2024
T003262,C3552,Electronics,129.54,Crypto,7/30/2024
T003263,C1124,Clothing,2.82,Gift Card,10/30/2024
T003264,C1683,Electronics,19.95,Gift Card,3/8/2025
T003265,C2182,Beauty,27.6,Crypto,4/25/2025
T003266,C2227,Clothing,197.98,Crypto,12/13/2024
T003267,C1719,Beauty,33.78,Gift Card,12/22/2024
T003268,C7202,Home,53.49,PayPal,11/22/2024
T003269,C7712,Clothing,17.7,Credit Card,8/23/2024
T003270,C8697,Electronics,31.53,Crypto,10/25/2024
T003271,C1404,Clothing,43.9,Crypto,1/9/2025
T003272,C7020,Toys,150,Gift Card,10/3/2024
T003273,C1551,Toys,141.94,Gift Card,6/3/2025
T003274,C2977,Clothing,81.24,PayPal,5/6/2025
T003275,C3267,Home,4.62,PayPal,9/25/2024
T003276,C7601,Electronics,137.88,Crypto,9/21/2024
T003277,C1629,Beauty,53.15,Gift Card,10/11/2024
T003278,C6886,Beauty,34.91,Crypto,3/16/2025
T003279,C8205,Clothing,86.45,Gift Card,6/17/2025
T003280,C3541,Electronics,4.58,Credit Card,12/22/2024
T003281,C9950,Clothing,0.78,Gift Card,7/14/2024
T003282,C1777,Electronics,331.41,Crypto,2/2/2025
T003283,C6137,Beauty,78.72,Credit Card,5/16/2025
T003284,C3720,Clothing,30.91,Gift Card,8/22/2024
T003285,C1420,Clothing,94.26,PayPal,5/21/2025
T003286,C4721,Clothing,17.83,Gift Card,5/14/2025
T003287,C7336,Electronics,124.9,PayPal,7/2/2024
T003288,C7994,Beauty,372.48,Credit Card,8/16/2024
T003289,C7671,Electronics,24.87,PayPal,4/30/2025
T003290,C6307,Home,41.36,Credit Card,2/21/2025
T003291,C6427,Electronics,128.09,Credit Card,7/6/2024
T003292,C3207,Electronics,11.92,Gift Card,6/3/2025
T003293,C6526,Clothing,31.61,Gift Card,3/27/2025
T003294,C2404,Clothing,46.66,Gift Card,7/8/2024
T003295,C7989,Clothing,84.06,Credit Card,6/17/2025
T003296,C6876,Beauty,46.18,Gift Card,3/22/2025
T003297,C4497,Clothing,150.64,PayPal,3/13/2025
T003298,C4687,Clothing,47.34,Credit Card,7/21/2024
